,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
50,frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),0.032711249351995854,0.046552617936754796,0.020476931052358736,0.6259904912836767,13.446944963098133,1.0,0.018954136759041354,2.549259737635202,0.9569362461933394,0.34832451499118167,0.6077292614648827,0.5329284304970722
51,frozenset({'HANGING HEART ZINC T-LIGHT HOLDER'}),frozenset({'SINGLE HEART ZINC T-LIGHT HOLDER'}),0.046552617936754796,0.032711249351995854,0.020476931052358736,0.4398663697104677,13.446944963098133,1.0,0.018954136759041354,1.726889260600214,0.9708282632514962,0.34832451499118167,0.42092407265742654,0.5329284304970722
40,frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.03494038361845516,0.049300155520995335,0.022187662001036806,0.6350148367952522,12.880584859916313,1.0,0.02046509565468373,2.6047629885319066,0.95575833671367,0.35756056808688386,0.6160879111064079,0.5425337065153968
41,frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.049300155520995335,0.03494038361845516,0.022187662001036806,0.4500525762355415,12.880584859916313,1.0,0.02046509565468373,1.754821596900285,0.9701945142189695,0.35756056808688386,0.4301415016965834,0.5425337065153968
5,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.057439087610160706,0.047641264904095385,0.03068947641264904,0.5342960288808664,11.214984110023844,1.0,0.02795300562396383,2.0449873614074847,0.9663392217429178,0.4125435540069686,0.510999422846438,0.589237241861543
4,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.047641264904095385,0.057439087610160706,0.03068947641264904,0.6441784548422198,11.214984110023844,1.0,0.02795300562396383,2.648970882220986,0.9563975684355631,0.4125435540069686,0.622494906715786,0.589237241861543
23,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.049611197511664075,0.0463452566096423,0.023691031622602384,0.477533960292581,10.303836794232536,1.0,0.021391787943212663,1.8252951788491447,0.9500835563232639,0.3278335724533716,0.4521434058514833,0.49435982130960143
22,frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.0463452566096423,0.049611197511664075,0.023691031622602384,0.5111856823266219,10.303836794232534,1.0,0.021391787943212663,1.9442736600104626,0.9468298455139376,0.3278335724533716,0.48566911100641114,0.49435982130960143
0,frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.049611197511664075,0.07998963193364438,0.0392431311560394,0.7910135841170324,9.888951417768991,1.0,0.03527474972729405,4.402249611197512,0.9457992787331331,0.43430866322432576,0.772843412273486,0.6408081530436102
1,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),0.07998963193364438,0.049611197511664075,0.0392431311560394,0.49060272197018795,9.888951417768991,1.0,0.03527474972729405,1.8657123692614532,0.9770292543536672,0.43430866322432576,0.4640117005839156,0.6408081530436102
10,frozenset({'HEART OF WICKER SMALL'}),frozenset({'HEART OF WICKER LARGE'}),0.05225505443234837,0.05598755832037325,0.02809745982374287,0.5376984126984127,9.603891093474427,1.0,0.02517182691617749,2.04198399401945,0.9452707096811697,0.3505821474773609,0.5102801966475772,0.5197751322751323
11,frozenset({'HEART OF WICKER LARGE'}),frozenset({'HEART OF WICKER SMALL'}),0.05598755832037325,0.05225505443234837,0.02809745982374287,0.5018518518518519,9.603891093474427,1.0,0.02517182691617749,1.9025363219573677,0.9490081885991842,0.3505821474773609,0.47438585615480927,0.5197751322751323
31,frozenset({'LUNCH BAG SPACEBOY DESIGN '}),frozenset({'LUNCH BAG SUKI  DESIGN '}),0.0463452566096423,0.053343701399688956,0.023068947641264905,0.49776286353467564,9.33123968667045,1.0,0.020596720111388186,1.8848791335159867,0.9362225789192081,0.30108254397834916,0.4694620030438581,0.465110780649748
30,frozenset({'LUNCH BAG SUKI  DESIGN '}),frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.053343701399688956,0.0463452566096423,0.023068947641264905,0.43245869776482027,9.33123968667045,1.0,0.020596720111388186,1.6803265940902024,0.9431438892611442,0.30108254397834916,0.40487759729742245,0.465110780649748
52,frozenset({'LUNCH BAG PINK RETROSPOT'}),frozenset({'LUNCH BAG RED SPOTTY'}),0.03882840850181441,0.05728356661482634,0.020425090720580612,0.5260347129506008,9.182995124721348,1.0,0.01820086099561924,1.9889988974802677,0.9271009208019436,0.2698630136986302,0.49723451266522345,0.4412978994617257
53,frozenset({'LUNCH BAG RED SPOTTY'}),frozenset({'LUNCH BAG PINK RETROSPOT'}),0.05728356661482634,0.03882840850181441,0.020425090720580612,0.3565610859728507,9.182995124721348,1.0,0.01820086099561924,1.4938039502186993,0.9452503806757677,0.2698630136986302,0.3305681111275708,0.4412978994617257
35,frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.041627786417833074,0.06303784344219802,0.022654224987039916,0.5442092154420921,8.633055728518057,1.0,0.020030099103987297,2.0556847314642486,0.922570737133732,0.27623261694058154,0.5135440835386719,0.45179210772104605
34,frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.06303784344219802,0.041627786417833074,0.022654224987039916,0.359375,8.633055728518057,1.0,0.020030099103987297,1.495995650469724,0.9436519429783835,0.27623261694058154,0.331548858657435,0.45179210772104605
13,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.05406946604458269,0.06303784344219802,0.027734577501296008,0.5129434324065196,8.137071390725135,1.0,0.024326154965774362,1.9237234828539123,0.9272410930179792,0.3103248259860789,0.4801747710037492,0.4764552688348388
12,frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.06303784344219802,0.05406946604458269,0.027734577501296008,0.4399671052631579,8.137071390725135,1.0,0.024326154965774362,1.6890624512331682,0.9361164227231972,0.3103248259860789,0.40795557957616685,0.4764552688348388
7,frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.05557283566614826,0.06702954898911354,0.029860031104199068,0.5373134328358209,8.016068151123731,1.0,0.026135008993451028,2.016420007023529,0.9267528451714422,0.3219675796534377,0.5040715741180745,0.4913945354434325
6,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.06702954898911354,0.05557283566614826,0.029860031104199068,0.44547563805104406,8.016068151123731,1.0,0.026135008993451028,1.7031301582756908,0.9381332073864163,0.3219675796534377,0.41284581501836864,0.4913945354434325
29,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.05282529808190772,0.05863141524105754,0.02312078797304303,0.4376840039254171,7.465008342812817,1.0,0.020023565985970056,1.6740917763863217,0.914342069190977,0.26173708920187794,0.40266118375027793,0.41601264740921606
28,frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.05863141524105754,0.05282529808190772,0.02312078797304303,0.39434129089301506,7.465008342812817,1.0,0.020023565985970056,1.5638753107581933,0.9199814938150966,0.26173708920187794,0.3605628318825604,0.41601264740921606
43,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG SUKI  DESIGN '}),0.05557283566614826,0.053343701399688956,0.02146189735614308,0.3861940298507463,7.239730647056264,1.0,0.018497436604434085,1.5422728755312058,0.9125884417545318,0.2454060462359218,0.35160631048797414,0.39426319568339063
42,frozenset({'LUNCH BAG SUKI  DESIGN '}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.053343701399688956,0.05557283566614826,0.02146189735614308,0.402332361516035,7.239730647056264,1.0,0.018497436604434085,1.5801878895927375,0.9104395286065418,0.2454060462359218,0.36716386286333935,0.39426319568339063
20,frozenset({'PACK OF 72 RETRO SPOT CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.06433385173665111,0.05406946604458269,0.024883359253499222,0.38678485092667203,7.153480128835573,1.0,0.021404862241507148,1.5425752859903716,0.9193534498679521,0.2660753880266075,0.3517334232682361,0.42349789046812986
21,frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 72 RETRO SPOT CAKE CASES'}),0.05406946604458269,0.06433385173665111,0.024883359253499222,0.4602109300095877,7.153480128835573,1.0,0.021404862241507148,1.7333921716495078,0.9093774547414187,0.2660753880266075,0.423096506171253,0.42349789046812986
32,frozenset({'LUNCH BAG RED SPOTTY'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.05728356661482634,0.05557283566614826,0.022757905650596162,0.39728506787330314,7.148907611264942,1.0,0.01957449541673956,1.5669549798632223,0.9123830436735074,0.25258918296892974,0.36181957181227453,0.40339999662321874
33,frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'LUNCH BAG RED SPOTTY'}),0.05557283566614826,0.05728356661482634,0.022757905650596162,0.40951492537313433,7.148907611264942,1.0,0.01957449541673956,1.596511874548035,0.910730357295133,0.25258918296892974,0.3736344740416696,0.40339999662321874
8,frozenset({'PACK OF 72 RETRO SPOT CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.06433385173665111,0.06303784344219802,0.02835666148263349,0.4407735697018534,6.992205723313119,1.0,0.0243011942088249,1.6754611473893837,0.9159074682235633,0.2863874345549739,0.40314939468566735,0.44530454800882147
9,frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETRO SPOT CAKE CASES'}),0.06303784344219802,0.06433385173665111,0.02835666148263349,0.44983552631578955,6.992205723313119,1.0,0.0243011942088249,1.7007025953486286,0.9146405828243386,0.2863874345549739,0.4120077180249088,0.44530454800882147
48,frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG STRAWBERRY'}),0.06086054950751685,0.05282529808190772,0.020632452047693105,0.3390119250425894,6.417605529020167,1.0,0.017417475378529827,1.4329679124379384,0.8988852964313732,0.22172701949860726,0.3021476675645312,0.3647954620306176
49,frozenset({'JUMBO BAG STRAWBERRY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05282529808190772,0.06086054950751685,0.020632452047693105,0.39057899901864573,6.417605529020167,1.0,0.017417475378529827,1.5410355878451534,0.8912597028159792,0.22172701949860726,0.35108571931274435,0.3647954620306176
3,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.1660964230171073,0.05246241575946086,0.03799896319336444,0.2287765293383271,4.36077001080665,1.0,0.02928514359288167,1.2286161148954622,0.9241868273174931,0.21045076083835773,0.18607611614708008,0.47654241486679205
2,frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05246241575946086,0.1660964230171073,0.03799896319336444,0.724308300395257,4.36077001080665,1.0,0.02928514359288167,3.0247685301314964,0.8133531734450812,0.21045076083835773,0.6693961901420185,0.47654241486679205
26,frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.047641264904095385,0.1660964230171073,0.02348367029548989,0.4929270946681175,2.9677164969250898,1.0,0.015570626606909195,1.6445437494576787,0.6962088607115808,0.12343324250681201,0.3919286122185744,0.31715643122918985
27,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.1660964230171073,0.047641264904095385,0.02348367029548989,0.14138576779026218,2.9677164969250898,1.0,0.015570626606909195,1.1091811658477928,0.79510462390479,0.12343324250681201,0.09843402431409055,0.31715643122918985
16,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.1660964230171073,0.057439087610160706,0.0272680145152929,0.1641697877652934,2.858154518043781,1.0,0.01772758752187896,1.1276942357345203,0.7796151767897741,0.13893291072371897,0.11323480398154821,0.31944951482127487
17,frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.057439087610160706,0.1660964230171073,0.0272680145152929,0.47472924187725635,2.858154518043781,1.0,0.01772758752187896,1.5875690091014523,0.6897420379408373,0.13893291072371897,0.3701061218334126,0.31944951482127487
24,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LOVE BUILDING BLOCK WORD'}),0.1660964230171073,0.05557283566614826,0.023535510627268014,0.14169787765293385,2.549768712616692,1.0,0.014305061406203265,1.1003435034638767,0.7288703176374126,0.11878597592883308,0.09119288944588286,0.2826026701697505
25,frozenset({'LOVE BUILDING BLOCK WORD'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05557283566614826,0.1660964230171073,0.023535510627268014,0.4235074626865672,2.549768712616692,1.0,0.014305061406203265,1.446512353601393,0.6435727263978164,0.11878597592883308,0.30868201885017293,0.2826026701697505
45,frozenset({'HEART OF WICKER SMALL'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05225505443234837,0.1660964230171073,0.02135821669258683,0.4087301587301587,2.460800487485881,1.0,0.012678839066809527,1.4103604120784492,0.6263585701039698,0.10842105263157893,0.2909613802004701,0.2686597110754414
44,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER SMALL'}),0.1660964230171073,0.05225505443234837,0.02135821669258683,0.12858926342072408,2.4608004874858804,1.0,0.012678839066809527,1.087598426074053,0.7118666777720238,0.10842105263157893,0.08054298716692743,0.2686597110754414
37,frozenset({'HEART OF WICKER LARGE'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05598755832037325,0.1660964230171073,0.022291342664593053,0.39814814814814814,2.3970904425024275,1.0,0.012992009494117373,1.3855628663715753,0.6173939695797096,0.11157239231966788,0.2782716509870557,0.26617769454848106
36,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HEART OF WICKER LARGE'}),0.1660964230171073,0.05598755832037325,0.022291342664593053,0.13420724094881398,2.3970904425024275,1.0,0.012992009494117373,1.0903445793588766,0.6989148443395818,0.11157239231966788,0.08285874123572881,0.26617769454848106
18,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'HOME BUILDING BLOCK WORD'}),0.1660964230171073,0.06702954898911354,0.025816485225505444,0.1554307116104869,2.3188386906158485,1.0,0.014683116901963725,1.104670112726859,0.6820328685124685,0.1245311327831958,0.09475237133779477,0.27029076183772605
19,frozenset({'HOME BUILDING BLOCK WORD'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06702954898911354,0.1660964230171073,0.025816485225505444,0.3851508120649652,2.3188386906158485,1.0,0.014683116901963725,1.35627336482878,0.6096116421009927,0.1245311327831958,0.2626855131625749,0.27029076183772605
14,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.1660964230171073,0.07998963193364438,0.027527216174183515,0.1657303370786517,2.071897733147888,1.0,0.014241224431550204,1.1027733704768439,0.6203963020797114,0.12594876660341556,0.09319536835787408,0.2549325697058845
15,frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.07998963193364438,0.1660964230171073,0.027527216174183515,0.34413480233311733,2.071897733147888,1.0,0.014241224431550204,1.2714557502812287,0.5623313751763249,0.12594876660341556,0.21349995878439845,0.2549325697058845
39,frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06925868325557284,0.1660964230171073,0.022291342664593053,0.32185628742514966,1.937767722981004,1.0,0.010787723112967579,1.2296856278688129,0.5199535764524844,0.10462287104622871,0.18678402240651107,0.22803176418698182
38,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'ASSORTED COLOUR BIRD ORNAMENT'}),0.1660964230171073,0.06925868325557284,0.022291342664593053,0.13420724094881398,1.937767722981004,1.0,0.010787723112967579,1.0750162865353803,0.5803336138025554,0.10462287104622871,0.06978153491715615,0.22803176418698182
54,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.1660964230171073,0.06303784344219802,0.020165889061689996,0.12141073657927591,1.9259976222156518,1.0,0.00969552875122849,1.0664393426682763,0.5765517413312189,0.09650210865790128,0.06230016092808633,0.22065602618437483
55,frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06303784344219802,0.1660964230171073,0.020165889061689996,0.31990131578947373,1.9259976222156518,1.0,0.00969552875122849,1.226150845962754,0.5131355157161661,0.09650210865790128,0.18443966067256923,0.22065602618437483
47,frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.1660964230171073,0.0953343701399689,0.020787973043027475,0.12515605493133583,1.3128114734233105,1.0,0.004953275172189717,1.034088005020171,0.2857356794511297,0.08638517880224042,0.03296431720964232,0.17160467238138297
46,frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.0953343701399689,0.1660964230171073,0.020787973043027475,0.2180532898314301,1.3128114734233105,1.0,0.004953275172189717,1.0664455341248538,0.2633857165578404,0.08638517880224042,0.062305604926537785,0.17160467238138297
